METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    117	       0	       0	0.40s 	./segmented/standalone/blood_smear_20_Yolo 256.png
Yolo 384            	    121	       0	       0	0.31s 	./segmented/standalone/blood_smear_20_Yolo 384.png
Yolo 416            	    122	       0	       0	0.32s 	./segmented/standalone/blood_smear_20_Yolo 416.png
Yolo 512            	    126	       0	       0	0.45s 	./segmented/standalone/blood_smear_20_Yolo 512.png
RCNN                	    101	       0	       0	30.56s	./segmented/standalone/blood_smear_20_rcnn.png
OTSU                	     73	       0	       0	0.47s 	./segmented/standalone/blood_smear_20_otsu.png
OTSU w/out blur     	     74	       0	       0	0.34s 	./segmented/standalone/blood_smear_20_otsu_out_blur.png
HSV                 	     69	       0	       0	0.39s 	./segmented/standalone/blood_smear_20_hsv.png
HSV convex hull     	     62	       0	       0	0.48s 	./segmented/standalone/blood_smear_20_hsv_hull.png
Watershed           	     95	       0	       0	0.50s 	./segmented/standalone/blood_smear_20_waterhshed.png
Hough Circles       	     96	       0	       0	0.10s 	./segmented/standalone/blood_smear_20_hough.png
OTSU + Hough method 1 break	    126	       0	       0	0.50s 	./segmented/standalone/blood_smear_20_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    102	       0	       0	0.34s 	./segmented/standalone/blood_smear_20_otsu_hough_2_merge.png
U-net 256           	     99	       0	       0	0.49s 	./segmented/standalone/blood_smear_20U-net 256.png
U-net 416           	     97	       0	       0	0.55s 	./segmented/standalone/blood_smear_20U-net 416.png
U-net 256b          	     95	       0	       0	0.64s 	./segmented/standalone/blood_smear_20U-net 256b.png
U-net 416b          	     94	       0	       0	0.48s 	./segmented/standalone/blood_smear_20U-net 416b.png
U-net 384           	    100	       0	       0	0.47s 	./segmented/standalone/blood_smear_20U-net 384.png
