METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    106	       0	       0	0.36s 	./segmented/standalone/blood_smear_17_Yolo 256.png
Yolo 384            	    102	       0	       0	0.27s 	./segmented/standalone/blood_smear_17_Yolo 384.png
Yolo 416            	    102	       0	       0	0.31s 	./segmented/standalone/blood_smear_17_Yolo 416.png
Yolo 512            	    102	       0	       0	0.34s 	./segmented/standalone/blood_smear_17_Yolo 512.png
RCNN                	     89	       0	       0	25.51s	./segmented/standalone/blood_smear_17_rcnn.png
OTSU                	     88	       0	       0	0.39s 	./segmented/standalone/blood_smear_17_otsu.png
OTSU w/out blur     	     86	       0	       0	0.38s 	./segmented/standalone/blood_smear_17_otsu_out_blur.png
HSV                 	     78	       0	       0	0.46s 	./segmented/standalone/blood_smear_17_hsv.png
HSV convex hull     	     80	       0	       0	0.45s 	./segmented/standalone/blood_smear_17_hsv_hull.png
Watershed           	     90	       0	       0	0.54s 	./segmented/standalone/blood_smear_17_waterhshed.png
Hough Circles       	     89	       0	       0	0.11s 	./segmented/standalone/blood_smear_17_hough.png
OTSU + Hough method 1 break	     97	       0	       0	0.53s 	./segmented/standalone/blood_smear_17_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     92	       0	       0	0.40s 	./segmented/standalone/blood_smear_17_otsu_hough_2_merge.png
U-net 256           	     94	       0	       0	0.47s 	./segmented/standalone/blood_smear_17U-net 256.png
U-net 416           	     94	       0	       0	0.53s 	./segmented/standalone/blood_smear_17U-net 416.png
U-net 256b          	     94	       0	       0	0.66s 	./segmented/standalone/blood_smear_17U-net 256b.png
U-net 416b          	     93	       0	       0	0.72s 	./segmented/standalone/blood_smear_17U-net 416b.png
U-net 384           	     95	       0	       0	0.48s 	./segmented/standalone/blood_smear_17U-net 384.png
