METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     87	       0	       0	0.37s 	./segmented/standalone/blood_smear_2_Yolo 256.png
Yolo 384            	     93	       0	       0	0.28s 	./segmented/standalone/blood_smear_2_Yolo 384.png
Yolo 416            	     93	       0	       0	0.27s 	./segmented/standalone/blood_smear_2_Yolo 416.png
Yolo 512            	     94	       0	       0	0.39s 	./segmented/standalone/blood_smear_2_Yolo 512.png
RCNN                	     84	       0	       0	14.03s	./segmented/standalone/blood_smear_2_rcnn.png
OTSU                	     84	       0	       0	0.43s 	./segmented/standalone/blood_smear_2_otsu.png
OTSU w/out blur     	     84	       0	       0	0.49s 	./segmented/standalone/blood_smear_2_otsu_out_blur.png
HSV                 	     78	       0	       0	0.57s 	./segmented/standalone/blood_smear_2_hsv.png
HSV convex hull     	     74	       0	       0	0.84s 	./segmented/standalone/blood_smear_2_hsv_hull.png
Watershed           	     88	       0	       0	0.57s 	./segmented/standalone/blood_smear_2_waterhshed.png
Hough Circles       	     81	       0	       0	0.11s 	./segmented/standalone/blood_smear_2_hough.png
OTSU + Hough method 1 break	     90	       0	       0	0.58s 	./segmented/standalone/blood_smear_2_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     86	       0	       0	0.47s 	./segmented/standalone/blood_smear_2_otsu_hough_2_merge.png
U-net 256           	     88	       0	       0	0.49s 	./segmented/standalone/blood_smear_2U-net 256.png
U-net 416           	     88	       0	       0	0.57s 	./segmented/standalone/blood_smear_2U-net 416.png
U-net 256b          	     87	       0	       0	0.64s 	./segmented/standalone/blood_smear_2U-net 256b.png
U-net 416b          	     86	       0	       0	0.66s 	./segmented/standalone/blood_smear_2U-net 416b.png
U-net 384           	     89	       0	       0	0.46s 	./segmented/standalone/blood_smear_2U-net 384.png
