METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     62	       0	       0	0.29s 	./segmented/standalone/blood_smear_30_Yolo 256.png
Yolo 384            	     67	       0	       0	0.25s 	./segmented/standalone/blood_smear_30_Yolo 384.png
Yolo 416            	     67	       0	       0	0.28s 	./segmented/standalone/blood_smear_30_Yolo 416.png
Yolo 512            	     67	       0	       0	0.43s 	./segmented/standalone/blood_smear_30_Yolo 512.png
RCNN                	     60	       0	       0	43.93s	./segmented/standalone/blood_smear_30_rcnn.png
OTSU                	     63	       0	       0	0.37s 	./segmented/standalone/blood_smear_30_otsu.png
OTSU w/out blur     	     62	       0	       0	0.39s 	./segmented/standalone/blood_smear_30_otsu_out_blur.png
HSV                 	     55	       0	       0	0.49s 	./segmented/standalone/blood_smear_30_hsv.png
HSV convex hull     	     55	       0	       0	0.76s 	./segmented/standalone/blood_smear_30_hsv_hull.png
Watershed           	     63	       0	       0	0.44s 	./segmented/standalone/blood_smear_30_waterhshed.png
Hough Circles       	     59	       0	       0	0.10s 	./segmented/standalone/blood_smear_30_hough.png
OTSU + Hough method 1 break	     62	       0	       0	0.47s 	./segmented/standalone/blood_smear_30_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     62	       0	       0	0.37s 	./segmented/standalone/blood_smear_30_otsu_hough_2_merge.png
U-net 256           	     62	       0	       0	0.46s 	./segmented/standalone/blood_smear_30U-net 256.png
U-net 416           	     62	       0	       0	0.52s 	./segmented/standalone/blood_smear_30U-net 416.png
U-net 256b          	     61	       0	       0	0.57s 	./segmented/standalone/blood_smear_30U-net 256b.png
U-net 416b          	     61	       0	       0	0.45s 	./segmented/standalone/blood_smear_30U-net 416b.png
U-net 384           	     62	       0	       0	0.42s 	./segmented/standalone/blood_smear_30U-net 384.png
