METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     69	       0	       0	0.29s 	./segmented/standalone/blood_smear_6_Yolo 256.png
Yolo 384            	     74	       0	       0	0.25s 	./segmented/standalone/blood_smear_6_Yolo 384.png
Yolo 416            	     76	       0	       0	0.27s 	./segmented/standalone/blood_smear_6_Yolo 416.png
Yolo 512            	     76	       0	       0	0.36s 	./segmented/standalone/blood_smear_6_Yolo 512.png
RCNN                	     65	       0	       0	14.02s	./segmented/standalone/blood_smear_6_rcnn.png
OTSU                	     77	       0	       0	0.43s 	./segmented/standalone/blood_smear_6_otsu.png
OTSU w/out blur     	     78	       0	       0	0.53s 	./segmented/standalone/blood_smear_6_otsu_out_blur.png
HSV                 	     62	       0	       0	0.55s 	./segmented/standalone/blood_smear_6_hsv.png
HSV convex hull     	     59	       0	       0	1.80s 	./segmented/standalone/blood_smear_6_hsv_hull.png
Watershed           	     78	       0	       0	0.46s 	./segmented/standalone/blood_smear_6_waterhshed.png
Hough Circles       	     71	       0	       0	0.11s 	./segmented/standalone/blood_smear_6_hough.png
OTSU + Hough method 1 break	     81	       0	       0	0.60s 	./segmented/standalone/blood_smear_6_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     88	       0	       0	0.51s 	./segmented/standalone/blood_smear_6_otsu_hough_2_merge.png
U-net 256           	     74	       0	       0	0.48s 	./segmented/standalone/blood_smear_6U-net 256.png
U-net 416           	     75	       0	       0	0.52s 	./segmented/standalone/blood_smear_6U-net 416.png
U-net 256b          	     73	       0	       0	0.65s 	./segmented/standalone/blood_smear_6U-net 256b.png
U-net 416b          	     74	       0	       0	0.71s 	./segmented/standalone/blood_smear_6U-net 416b.png
U-net 384           	     74	       0	       0	0.43s 	./segmented/standalone/blood_smear_6U-net 384.png
