METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    122	       0	       0	0.35s 	./segmented/standalone/blood_smear_19_Yolo 256.png
Yolo 384            	    121	       0	       0	0.30s 	./segmented/standalone/blood_smear_19_Yolo 384.png
Yolo 416            	    125	       0	       0	0.34s 	./segmented/standalone/blood_smear_19_Yolo 416.png
Yolo 512            	    125	       0	       0	0.43s 	./segmented/standalone/blood_smear_19_Yolo 512.png
RCNN                	    103	       0	       0	29.20s	./segmented/standalone/blood_smear_19_rcnn.png
OTSU                	     77	       0	       0	0.33s 	./segmented/standalone/blood_smear_19_otsu.png
OTSU w/out blur     	     78	       0	       0	0.34s 	./segmented/standalone/blood_smear_19_otsu_out_blur.png
HSV                 	     74	       0	       0	0.40s 	./segmented/standalone/blood_smear_19_hsv.png
HSV convex hull     	     73	       0	       0	0.55s 	./segmented/standalone/blood_smear_19_hsv_hull.png
Watershed           	     95	       0	       0	0.50s 	./segmented/standalone/blood_smear_19_waterhshed.png
Hough Circles       	     90	       0	       0	0.11s 	./segmented/standalone/blood_smear_19_hough.png
OTSU + Hough method 1 break	    125	       0	       0	0.51s 	./segmented/standalone/blood_smear_19_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    101	       0	       0	0.36s 	./segmented/standalone/blood_smear_19_otsu_hough_2_merge.png
U-net 256           	    103	       0	       0	0.50s 	./segmented/standalone/blood_smear_19U-net 256.png
U-net 416           	    101	       0	       0	0.56s 	./segmented/standalone/blood_smear_19U-net 416.png
U-net 256b          	    101	       0	       0	0.68s 	./segmented/standalone/blood_smear_19U-net 256b.png
U-net 416b          	    100	       0	       0	0.69s 	./segmented/standalone/blood_smear_19U-net 416b.png
U-net 384           	    103	       0	       0	0.48s 	./segmented/standalone/blood_smear_19U-net 384.png
