METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    116	       0	       0	0.35s 	./segmented/standalone/blood_smear_15_Yolo 256.png
Yolo 384            	    111	       0	       0	0.28s 	./segmented/standalone/blood_smear_15_Yolo 384.png
Yolo 416            	    112	       0	       0	0.30s 	./segmented/standalone/blood_smear_15_Yolo 416.png
Yolo 512            	    112	       0	       0	0.43s 	./segmented/standalone/blood_smear_15_Yolo 512.png
RCNN                	     96	       0	       0	23.61s	./segmented/standalone/blood_smear_15_rcnn.png
OTSU                	     77	       0	       0	0.39s 	./segmented/standalone/blood_smear_15_otsu.png
OTSU w/out blur     	     79	       0	       0	0.39s 	./segmented/standalone/blood_smear_15_otsu_out_blur.png
HSV                 	     76	       0	       0	0.44s 	./segmented/standalone/blood_smear_15_hsv.png
HSV convex hull     	     73	       0	       0	0.41s 	./segmented/standalone/blood_smear_15_hsv_hull.png
Watershed           	     92	       0	       0	0.51s 	./segmented/standalone/blood_smear_15_waterhshed.png
Hough Circles       	     99	       0	       0	0.10s 	./segmented/standalone/blood_smear_15_hough.png
OTSU + Hough method 1 break	    102	       0	       0	0.51s 	./segmented/standalone/blood_smear_15_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    104	       0	       0	0.40s 	./segmented/standalone/blood_smear_15_otsu_hough_2_merge.png
U-net 256           	    104	       0	       0	0.50s 	./segmented/standalone/blood_smear_15U-net 256.png
U-net 416           	    104	       0	       0	0.56s 	./segmented/standalone/blood_smear_15U-net 416.png
U-net 256b          	    103	       0	       0	0.70s 	./segmented/standalone/blood_smear_15U-net 256b.png
U-net 416b          	    101	       0	       0	0.68s 	./segmented/standalone/blood_smear_15U-net 416b.png
U-net 384           	    104	       0	       0	0.46s 	./segmented/standalone/blood_smear_15U-net 384.png
