METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    102	       0	       0	0.30s 	./segmented/standalone/blood_smear_11_Yolo 256.png
Yolo 384            	    106	       0	       0	0.25s 	./segmented/standalone/blood_smear_11_Yolo 384.png
Yolo 416            	    107	       0	       0	0.30s 	./segmented/standalone/blood_smear_11_Yolo 416.png
Yolo 512            	    109	       0	       0	0.45s 	./segmented/standalone/blood_smear_11_Yolo 512.png
RCNN                	     98	       0	       0	22.69s	./segmented/standalone/blood_smear_11_rcnn.png
OTSU                	     97	       0	       0	0.37s 	./segmented/standalone/blood_smear_11_otsu.png
OTSU w/out blur     	     99	       0	       0	0.47s 	./segmented/standalone/blood_smear_11_otsu_out_blur.png
HSV                 	     84	       0	       0	0.62s 	./segmented/standalone/blood_smear_11_hsv.png
HSV convex hull     	     82	       0	       0	0.89s 	./segmented/standalone/blood_smear_11_hsv_hull.png
Watershed           	     92	       0	       0	0.48s 	./segmented/standalone/blood_smear_11_waterhshed.png
Hough Circles       	     93	       0	       0	0.09s 	./segmented/standalone/blood_smear_11_hough.png
OTSU + Hough method 1 break	    102	       0	       0	0.58s 	./segmented/standalone/blood_smear_11_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    102	       0	       0	0.47s 	./segmented/standalone/blood_smear_11_otsu_hough_2_merge.png
U-net 256           	     99	       0	       0	0.46s 	./segmented/standalone/blood_smear_11U-net 256.png
U-net 416           	     99	       0	       0	0.74s 	./segmented/standalone/blood_smear_11U-net 416.png
U-net 256b          	     98	       0	       0	0.44s 	./segmented/standalone/blood_smear_11U-net 256b.png
U-net 416b          	     98	       0	       0	0.46s 	./segmented/standalone/blood_smear_11U-net 416b.png
U-net 384           	     99	       0	       0	0.43s 	./segmented/standalone/blood_smear_11U-net 384.png
