METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    120	       0	       0	0.25s 	./segmented/standalone/blood_smear_8_Yolo 256.png
Yolo 384            	    131	       0	       0	0.25s 	./segmented/standalone/blood_smear_8_Yolo 384.png
Yolo 416            	    135	       0	       0	0.43s 	./segmented/standalone/blood_smear_8_Yolo 416.png
Yolo 512            	    136	       0	       0	0.26s 	./segmented/standalone/blood_smear_8_Yolo 512.png
RCNN                	    104	       0	       0	17.16s	./segmented/standalone/blood_smear_8_rcnn.png
Hough Circles       	    100	       0	       0	0.08s 	./segmented/standalone/blood_smear_8_hough.png
OTSU                	     71	       1	       4	0.94s 	../segmented/standalone/_otsu/blood_smear_8.png
OTSU w/out blur     	     74	       0	       0	0.36s 	./segmented/standalone/blood_smear_8_otsu_out_blur.png
HSV                 	     66	       0	       0	0.38s 	./segmented/standalone/blood_smear_8_hsv.png
HSV convex hull     	     66	       0	       0	0.43s 	./segmented/standalone/blood_smear_8_hsv_hull.png
Watershed           	     85	       0	       0	0.49s 	./segmented/standalone/blood_smear_8_waterhshed.png
OTSU + Hough method 1 break	    121	       0	       0	0.49s 	./segmented/standalone/blood_smear_8_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    105	       0	       0	0.36s 	./segmented/standalone/blood_smear_8_otsu_hough_2_merge.png
U-net 256           	     97	       0	       0	0.46s 	./segmented/standalone/blood_smear_8U-net 256.png
U-net 416           	     97	       0	       0	0.52s 	./segmented/standalone/blood_smear_8U-net 416.png
U-net 256b          	     95	       0	       0	0.63s 	./segmented/standalone/blood_smear_8U-net 256b.png
U-net 416b          	     94	       0	       0	0.46s 	./segmented/standalone/blood_smear_8U-net 416b.png
U-net 384           	    101	       0	       0	0.46s 	./segmented/standalone/blood_smear_8U-net 384.png
