METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     69	       0	       0	0.28s 	./segmented/standalone/blood_smear_7_Yolo 256.png
Yolo 384            	     74	       0	       0	0.25s 	./segmented/standalone/blood_smear_7_Yolo 384.png
Yolo 416            	     72	       0	       0	0.28s 	./segmented/standalone/blood_smear_7_Yolo 416.png
Yolo 512            	     74	       0	       0	0.43s 	./segmented/standalone/blood_smear_7_Yolo 512.png
RCNN                	     63	       0	       0	14.51s	./segmented/standalone/blood_smear_7_rcnn.png
OTSU                	     74	       0	       0	0.37s 	./segmented/standalone/blood_smear_7_otsu.png
OTSU w/out blur     	     71	       0	       0	0.41s 	./segmented/standalone/blood_smear_7_otsu_out_blur.png
HSV                 	     56	       0	       0	0.48s 	./segmented/standalone/blood_smear_7_hsv.png
HSV convex hull     	     53	       0	       0	0.91s 	./segmented/standalone/blood_smear_7_hsv_hull.png
Watershed           	     67	       0	       0	0.46s 	./segmented/standalone/blood_smear_7_waterhshed.png
Hough Circles       	     62	       0	       0	0.10s 	./segmented/standalone/blood_smear_7_hough.png
OTSU + Hough method 1 break	     72	       0	       0	0.49s 	./segmented/standalone/blood_smear_7_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     73	       0	       0	0.43s 	./segmented/standalone/blood_smear_7_otsu_hough_2_merge.png
U-net 256           	     63	       0	       0	0.47s 	./segmented/standalone/blood_smear_7U-net 256.png
U-net 416           	     63	       0	       0	0.51s 	./segmented/standalone/blood_smear_7U-net 416.png
U-net 256b          	     63	       0	       0	0.63s 	./segmented/standalone/blood_smear_7U-net 256b.png
U-net 416b          	     63	       0	       0	0.66s 	./segmented/standalone/blood_smear_7U-net 416b.png
U-net 384           	     63	       0	       0	0.42s 	./segmented/standalone/blood_smear_7U-net 384.png
