METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    102	       0	       0	0.35s 	./segmented/standalone/blood_smear_16_Yolo 256.png
Yolo 384            	    107	       0	       0	0.27s 	./segmented/standalone/blood_smear_16_Yolo 384.png
Yolo 416            	    107	       0	       0	0.32s 	./segmented/standalone/blood_smear_16_Yolo 416.png
Yolo 512            	    109	       0	       0	0.44s 	./segmented/standalone/blood_smear_16_Yolo 512.png
RCNN                	     96	       0	       0	24.77s	./segmented/standalone/blood_smear_16_rcnn.png
OTSU                	     89	       0	       0	0.41s 	./segmented/standalone/blood_smear_16_otsu.png
OTSU w/out blur     	     86	       0	       0	0.38s 	./segmented/standalone/blood_smear_16_otsu_out_blur.png
HSV                 	     83	       0	       0	0.45s 	./segmented/standalone/blood_smear_16_hsv.png
HSV convex hull     	     82	       0	       0	0.42s 	./segmented/standalone/blood_smear_16_hsv_hull.png
Watershed           	     94	       0	       0	0.51s 	./segmented/standalone/blood_smear_16_waterhshed.png
Hough Circles       	     94	       0	       0	0.10s 	./segmented/standalone/blood_smear_16_hough.png
OTSU + Hough method 1 break	    101	       0	       0	0.50s 	./segmented/standalone/blood_smear_16_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     99	       0	       0	0.40s 	./segmented/standalone/blood_smear_16_otsu_hough_2_merge.png
U-net 256           	     98	       0	       0	0.48s 	./segmented/standalone/blood_smear_16U-net 256.png
U-net 416           	     99	       0	       0	0.54s 	./segmented/standalone/blood_smear_16U-net 416.png
U-net 256b          	     97	       0	       0	0.64s 	./segmented/standalone/blood_smear_16U-net 256b.png
U-net 416b          	     98	       0	       0	0.49s 	./segmented/standalone/blood_smear_16U-net 416b.png
U-net 384           	     98	       0	       0	0.45s 	./segmented/standalone/blood_smear_16U-net 384.png
