METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     79	       0	       0	0.29s 	./segmented/standalone/blood_smear_9_Yolo 256.png
Yolo 384            	    114	       0	       0	0.29s 	./segmented/standalone/blood_smear_9_Yolo 384.png
Yolo 416            	    125	       0	       0	0.36s 	./segmented/standalone/blood_smear_9_Yolo 416.png
Yolo 512            	    135	       0	       0	0.31s 	./segmented/standalone/blood_smear_9_Yolo 512.png
RCNN                	     89	       0	       0	16.20s	./segmented/standalone/blood_smear_9_rcnn.png
OTSU                	     73	       0	       0	0.30s 	./segmented/standalone/blood_smear_9_otsu.png
OTSU w/out blur     	     65	       0	       0	0.39s 	./segmented/standalone/blood_smear_9_otsu_out_blur.png
HSV                 	     61	       0	       0	0.47s 	./segmented/standalone/blood_smear_9_hsv.png
HSV convex hull     	     55	       0	       0	1.96s 	./segmented/standalone/blood_smear_9_hsv_hull.png
Watershed           	     93	       0	       0	0.45s 	./segmented/standalone/blood_smear_9_waterhshed.png
Hough Circles       	     73	       0	       0	0.09s 	./segmented/standalone/blood_smear_9_hough.png
OTSU + Hough method 1 break	    138	       0	       0	0.54s 	./segmented/standalone/blood_smear_9_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     89	       0	       0	0.41s 	./segmented/standalone/blood_smear_9_otsu_hough_2_merge.png
U-net 256           	     91	       0	       0	0.49s 	./segmented/standalone/blood_smear_9U-net 256.png
U-net 416           	     95	       0	       0	0.55s 	./segmented/standalone/blood_smear_9U-net 416.png
U-net 256b          	     90	       0	       0	0.68s 	./segmented/standalone/blood_smear_9U-net 256b.png
U-net 416b          	     93	       0	       0	0.72s 	./segmented/standalone/blood_smear_9U-net 416b.png
U-net 384           	     94	       0	       0	0.47s 	./segmented/standalone/blood_smear_9U-net 384.png
