METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    112	       0	       0	0.37s 	./segmented/standalone/blood_smear_22_Yolo 256.png
Yolo 384            	    134	       0	       0	0.32s 	./segmented/standalone/blood_smear_22_Yolo 384.png
Yolo 416            	    142	       0	       0	0.42s 	./segmented/standalone/blood_smear_22_Yolo 416.png
Yolo 512            	    149	       0	       0	0.43s 	./segmented/standalone/blood_smear_22_Yolo 512.png
RCNN                	    102	       0	       0	34.00s	./segmented/standalone/blood_smear_22_rcnn.png
OTSU                	     71	       0	       0	0.35s 	./segmented/standalone/blood_smear_22_otsu.png
OTSU w/out blur     	     64	       0	       0	0.37s 	./segmented/standalone/blood_smear_22_otsu_out_blur.png
HSV                 	     57	       0	       0	0.41s 	./segmented/standalone/blood_smear_22_hsv.png
HSV convex hull     	     61	       0	       0	0.57s 	./segmented/standalone/blood_smear_22_hsv_hull.png
Watershed           	     87	       0	       0	0.49s 	./segmented/standalone/blood_smear_22_waterhshed.png
Hough Circles       	     88	       0	       0	0.11s 	./segmented/standalone/blood_smear_22_hough.png
OTSU + Hough method 1 break	    117	       0	       0	0.51s 	./segmented/standalone/blood_smear_22_otsu_hough_1_break.png
OTSU + Hough method 2 merge	    100	       0	       0	0.37s 	./segmented/standalone/blood_smear_22_otsu_hough_2_merge.png
U-net 256           	     94	       0	       0	0.51s 	./segmented/standalone/blood_smear_22U-net 256.png
U-net 416           	     95	       0	       0	0.57s 	./segmented/standalone/blood_smear_22U-net 416.png
U-net 256b          	     93	       0	       0	0.71s 	./segmented/standalone/blood_smear_22U-net 256b.png
U-net 416b          	     90	       0	       0	0.71s 	./segmented/standalone/blood_smear_22U-net 416b.png
U-net 384           	     93	       0	       0	0.47s 	./segmented/standalone/blood_smear_22U-net 384.png
