METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	    114	       0	       0	0.39s 	./segmented/standalone/blood_smear_24_Yolo 256.png
Yolo 384            	    135	       0	       0	0.30s 	./segmented/standalone/blood_smear_24_Yolo 384.png
Yolo 416            	    140	       0	       0	0.37s 	./segmented/standalone/blood_smear_24_Yolo 416.png
Yolo 512            	    143	       0	       0	0.52s 	./segmented/standalone/blood_smear_24_Yolo 512.png
RCNN                	     97	       0	       0	36.38s	./segmented/standalone/blood_smear_24_rcnn.png
OTSU                	     78	       0	       0	0.31s 	./segmented/standalone/blood_smear_24_otsu.png
OTSU w/out blur     	     80	       0	       0	0.32s 	./segmented/standalone/blood_smear_24_otsu_out_blur.png
HSV                 	     61	       0	       0	0.39s 	./segmented/standalone/blood_smear_24_hsv.png
HSV convex hull     	     58	       0	       0	0.72s 	./segmented/standalone/blood_smear_24_hsv_hull.png
Watershed           	     89	       0	       0	0.47s 	./segmented/standalone/blood_smear_24_waterhshed.png
Hough Circles       	     65	       0	       0	0.11s 	./segmented/standalone/blood_smear_24_hough.png
OTSU + Hough method 1 break	    134	       0	       0	0.54s 	./segmented/standalone/blood_smear_24_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     82	       0	       0	0.34s 	./segmented/standalone/blood_smear_24_otsu_hough_2_merge.png
U-net 256           	    104	       0	       0	0.55s 	./segmented/standalone/blood_smear_24U-net 256.png
U-net 416           	    100	       0	       0	0.55s 	./segmented/standalone/blood_smear_24U-net 416.png
U-net 256b          	     95	       0	       0	0.69s 	./segmented/standalone/blood_smear_24U-net 256b.png
U-net 416b          	     93	       0	       0	0.68s 	./segmented/standalone/blood_smear_24U-net 416b.png
U-net 384           	    106	       0	       0	0.46s 	./segmented/standalone/blood_smear_24U-net 384.png
