METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     87	       0	       0	0.31s 	./segmented/standalone/blood_smear_27_Yolo 256.png
Yolo 384            	    128	       0	       0	0.32s 	./segmented/standalone/blood_smear_27_Yolo 384.png
Yolo 416            	    134	       0	       0	0.33s 	./segmented/standalone/blood_smear_27_Yolo 416.png
Yolo 512            	    141	       0	       0	0.66s 	./segmented/standalone/blood_smear_27_Yolo 512.png
RCNN                	     84	       0	       0	40.10s	./segmented/standalone/blood_smear_27_rcnn.png
OTSU                	     60	       0	       0	0.36s 	./segmented/standalone/blood_smear_27_otsu.png
OTSU w/out blur     	     56	       0	       0	0.34s 	./segmented/standalone/blood_smear_27_otsu_out_blur.png
HSV                 	     45	       0	       0	0.39s 	./segmented/standalone/blood_smear_27_hsv.png
HSV convex hull     	     47	       0	       0	0.61s 	./segmented/standalone/blood_smear_27_hsv_hull.png
Watershed           	     74	       0	       0	0.46s 	./segmented/standalone/blood_smear_27_waterhshed.png
Hough Circles       	     48	       0	       0	0.10s 	./segmented/standalone/blood_smear_27_hough.png
OTSU + Hough method 1 break	    115	       0	       0	0.50s 	./segmented/standalone/blood_smear_27_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     70	       0	       0	0.38s 	./segmented/standalone/blood_smear_27_otsu_hough_2_merge.png
U-net 256           	    105	       0	       0	0.51s 	./segmented/standalone/blood_smear_27U-net 256.png
U-net 416           	     95	       0	       0	0.55s 	./segmented/standalone/blood_smear_27U-net 416.png
U-net 256b          	     84	       0	       0	0.62s 	./segmented/standalone/blood_smear_27U-net 256b.png
U-net 416b          	     77	       0	       0	0.45s 	./segmented/standalone/blood_smear_27U-net 416b.png
U-net 384           	    100	       0	       0	0.47s 	./segmented/standalone/blood_smear_27U-net 384.png
