METHOD              	  CELLS	INTERNAL	EXTERNAL	TIME  	FILE_NAME
Yolo 256            	     44	       0	       0	0.27s 	./segmented/standalone/blood_smear_28_Yolo 256.png
Yolo 384            	     69	       0	       0	0.25s 	./segmented/standalone/blood_smear_28_Yolo 384.png
Yolo 416            	     77	       0	       0	0.30s 	./segmented/standalone/blood_smear_28_Yolo 416.png
Yolo 512            	     78	       0	       0	0.36s 	./segmented/standalone/blood_smear_28_Yolo 512.png
RCNN                	     61	       0	       0	40.14s	./segmented/standalone/blood_smear_28_rcnn.png
OTSU                	     52	       0	       0	0.34s 	./segmented/standalone/blood_smear_28_otsu.png
OTSU w/out blur     	     49	       0	       0	0.36s 	./segmented/standalone/blood_smear_28_otsu_out_blur.png
HSV                 	     49	       0	       0	0.42s 	./segmented/standalone/blood_smear_28_hsv.png
HSV convex hull     	     46	       0	       0	1.75s 	./segmented/standalone/blood_smear_28_hsv_hull.png
Watershed           	     61	       0	       0	0.41s 	./segmented/standalone/blood_smear_28_waterhshed.png
Hough Circles       	     34	       0	       0	0.10s 	./segmented/standalone/blood_smear_28_hough.png
OTSU + Hough method 1 break	     96	       0	       0	0.53s 	./segmented/standalone/blood_smear_28_otsu_hough_1_break.png
OTSU + Hough method 2 merge	     56	       0	       0	0.36s 	./segmented/standalone/blood_smear_28_otsu_hough_2_merge.png
U-net 256           	     72	       0	       0	0.48s 	./segmented/standalone/blood_smear_28U-net 256.png
U-net 416           	     65	       0	       0	0.50s 	./segmented/standalone/blood_smear_28U-net 416.png
U-net 256b          	     60	       0	       0	0.62s 	./segmented/standalone/blood_smear_28U-net 256b.png
U-net 416b          	     61	       0	       0	0.42s 	./segmented/standalone/blood_smear_28U-net 416b.png
U-net 384           	     65	       0	       0	0.43s 	./segmented/standalone/blood_smear_28U-net 384.png
